Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
1,37,87,99,30,1,2,1
1,25,8,71,10,1,1,1
2,97,49,42,40,2,2,2
1,25,11,100,30,1,2,1
2,30,61,79,40,2,2,2
2,39,89,78,20,2,1,2
2,78,28,86,40,2,2,2
2,48,38,31,40,2,2,2
2,61,90,97,40,2,2,2
1,45,38,10,10,1,1,1
2,39,71,76,20,2,1,2
2,14,31,66,40,2,2,2
1,71,35,47,10,1,1,1
2,90,30,42,40,2,2,2
2,81,66,50,40,2,2,2
1,79,44,8,10,1,1,1
1,19,34,74,30,1,2,1
1,29,25,68,30,1,2,1
1,71,100,64,10,1,1,1
2,35,97,100,40,2,2,2
2,78,32,9,40,2,2,2
2,27,66,21,20,2,1,2
2,79,38,65,20,2,1,2
1,42,21,98,10,1,1,1
2,99,9,35,40,2,2,2
2,33,27,15,20,2,1,2
2,47,60,59,40,2,2,2
2,93,16,48,20,2,1,2
1,14,25,50,30,1,2,1
2,13,30,25,20,2,1,2
1,37,28,64,30,1,2,1
1,75,35,63,10,1,1,1
1,51,67,78,30,1,2,1
1,75,52,37,30,1,2,1
1,19,6,24,10,1,1,1
1,43,18,59,30,1,2,1
1,57,15,60,30,1,2,1
2,63,11,50,20,2,1,2
1,33,85,22,30,1,2,1
1,58,10,51,30,1,2,1
2,59,51,11,40,2,2,2
1,44,44,92,10,1,1,1
2,18,42,47,40,2,2,2
2,38,44,82,20,2,1,2
2,14,28,34,20,2,1,2
1,80,33,50,10,1,1,1
2,58,75,96,20,2,1,2
1,68,72,40,30,1,2,1
1,68,63,96,10,1,1,1
1,42,90,22,30,1,2,1
2,59,15,84,20,2,1,2
2,56,40,74,20,2,1,2
2,58,47,53,40,2,2,2
1,71,89,11,30,1,2,1
2,68,79,99,20,2,1,2
2,19,75,33,40,2,2,2
1,91,83,100,10,1,1,1
2,16,83,16,40,2,2,2
2,46,22,51,40,2,2,2
1,88,41,70,10,1,1,1
2,39,88,42,40,2,2,2
1,70,17,69,30,1,2,1
1,86,20,73,10,1,1,1
1,83,50,93,30,1,2,1
1,60,62,8,10,1,1,1
1,34,39,39,30,1,2,1
1,89,86,16,10,1,1,1
1,8,26,49,30,1,2,1
2,40,53,61,20,2,1,2
2,30,66,79,40,2,2,2
1,86,81,43,10,1,1,1
1,18,70,90,30,1,2,1
1,45,41,92,10,1,1,1
2,89,53,51,40,2,2,2
2,99,83,51,40,2,2,2
1,92,86,26,10,1,1,1
1,61,92,56,10,1,1,1
1,47,50,7,30,1,2,1
2,23,64,58,40,2,2,2
1,98,17,44,30,1,2,1
1,87,44,70,30,1,2,1
1,76,16,5,30,1,2,1
1,41,46,24,10,1,1,1
2,10,84,96,20,2,1,2
2,43,65,82,40,2,2,2
1,100,95,83,10,1,1,1
1,27,22,15,30,1,2,1
1,53,79,75,10,1,1,1
2,35,44,26,40,2,2,2
1,67,33,75,30,1,2,1
1,69,37,59,10,1,1,1
1,43,30,94,30,1,2,1
2,96,82,93,20,2,1,2
1,13,36,65,10,1,1,1
2,85,68,26,40,2,2,2
1,28,64,88,10,1,1,1
2,96,62,95,40,2,2,2
2,78,17,15,20,2,1,2
2,51,80,18,40,2,2,2
2,10,7,47,40,2,2,2
1,58,56,20,10,1,1,1
1,77,21,70,10,1,1,1
2,70,83,97,20,2,1,2
2,34,90,43,40,2,2,2
1,6,95,7,30,1,2,1
1,26,7,35,30,1,2,1
2,93,18,8,20,2,1,2
2,73,47,64,20,2,1,2
2,54,44,36,20,2,1,2
2,55,60,17,40,2,2,2
2,41,29,69,20,2,1,2
2,18,93,58,40,2,2,2
2,73,55,99,40,2,2,2
2,65,77,62,20,2,1,2
2,27,51,21,40,2,2,2
1,24,25,16,30,1,2,1
1,72,69,94,10,1,1,1
2,66,65,54,40,2,2,2
1,58,19,63,10,1,1,1
2,70,27,29,40,2,2,2
1,53,28,47,10,1,1,1
2,18,45,7,20,2,1,2
1,36,8,13,10,1,1,1
1,43,11,31,10,1,1,1
1,17,85,66,30,1,2,1
1,93,60,19,10,1,1,1
2,19,5,23,20,2,1,2
2,91,74,30,40,2,2,2
1,27,85,69,30,1,2,1
1,18,49,75,10,1,1,1
1,88,70,69,30,1,2,1
2,19,49,99,20,2,1,2
1,83,27,89,10,1,1,1
2,29,64,34,20,2,1,2
2,30,81,14,40,2,2,2
2,61,50,7,20,2,1,2
1,12,70,33,30,1,2,1
2,38,65,37,20,2,1,2
2,61,83,44,40,2,2,2
2,12,59,97,20,2,1,2
1,58,8,7,30,1,2,1
1,64,46,82,10,1,1,1
1,99,86,53,10,1,1,1
2,56,63,11,20,2,1,2
2,83,34,78,40,2,2,2
2,72,7,45,20,2,1,2
2,64,42,71,40,2,2,2
2,63,8,13,20,2,1,2
2,86,44,36,20,2,1,2
2,19,22,77,40,2,2,2
2,6,17,17,40,2,2,2
1,6,10,85,10,1,1,1
1,99,16,18,10,1,1,1
1,46,11,54,30,1,2,1
2,65,16,26,20,2,1,2
2,9,50,88,40,2,2,2
1,68,73,79,30,1,2,1
1,61,17,41,30,1,2,1
1,8,77,74,10,1,1,1
1,53,77,47,10,1,1,1
1,37,12,28,10,1,1,1
1,46,44,89,30,1,2,1
1,56,83,65,10,1,1,1
2,43,9,92,20,2,1,2
1,30,33,56,10,1,1,1
2,18,88,18,40,2,2,2
2,55,52,17,40,2,2,2
2,16,56,11,20,2,1,2
2,22,46,38,20,2,1,2
1,51,93,56,10,1,1,1
1,37,96,38,30,1,2,1
1,95,16,7,30,1,2,1
1,62,10,97,30,1,2,1
2,66,25,97,20,2,1,2
1,98,22,90,30,1,2,1
2,6,19,80,40,2,2,2
1,61,84,39,10,1,1,1
1,74,13,20,30,1,2,1
1,95,67,51,10,1,1,1
2,90,21,35,20,2,1,2
2,68,28,83,40,2,2,2
1,78,54,7,10,1,1,1
2,45,73,87,20,2,1,2
1,51,25,93,30,1,2,1
2,72,45,73,40,2,2,2
1,24,8,13,10,1,1,1
1,89,98,75,10,1,1,1
2,73,23,34,40,2,2,2
1,43,69,68,10,1,1,1
1,79,82,70,10,1,1,1
2,94,44,86,20,2,1,2
1,96,86,57,10,1,1,1
1,62,43,91,10,1,1,1
2,14,44,79,40,2,2,2
1,19,33,71,30,1,2,1
1,12,39,80,10,1,1,1
1,37,20,51,30,1,2,1
2,59,74,22,20,2,1,2
1,90,75,53,10,1,1,1
1,88,61,42,10,1,1,1
2,33,31,14,40,2,2,2
1,56,40,32,30,1,2,1
1,86,19,96,30,1,2,1
2,72,5,85,40,2,2,2
2,43,38,34,20,2,1,2
2,57,49,5,20,2,1,2
2,46,64,21,40,2,2,2
1,5,22,77,30,1,2,1
2,30,48,44,40,2,2,2
2,57,49,86,40,2,2,2
1,12,90,5,10,1,1,1
1,86,31,60,30,1,2,1
1,63,65,22,30,1,2,1
2,93,90,74,40,2,2,2
1,17,23,100,30,1,2,1
1,29,94,63,10,1,1,1
1,90,71,19,30,1,2,1
1,56,76,42,30,1,2,1
2,42,88,83,20,2,1,2
2,26,92,64,20,2,1,2
1,79,32,19,30,1,2,1
1,37,22,51,30,1,2,1
1,85,45,73,10,1,1,1
2,100,83,100,20,2,1,2
1,27,63,80,30,1,2,1
2,19,90,75,20,2,1,2
1,14,12,86,10,1,1,1
2,52,56,51,40,2,2,2
2,98,22,17,20,2,1,2
1,65,29,62,30,1,2,1
2,7,99,39,40,2,2,2
1,87,74,29,30,1,2,1
2,12,51,82,40,2,2,2
2,52,66,32,40,2,2,2
2,5,48,83,20,2,1,2
2,10,62,12,40,2,2,2
2,30,42,100,20,2,1,2
2,86,72,58,40,2,2,2
1,88,66,73,10,1,1,1
2,68,100,11,40,2,2,2
1,83,90,15,30,1,2,1
1,46,100,89,10,1,1,1
2,45,76,13,20,2,1,2
2,100,86,56,40,2,2,2
2,50,79,67,20,2,1,2
1,35,71,50,30,1,2,1
1,80,35,67,30,1,2,1
2,44,79,29,20,2,1,2
1,9,23,17,30,1,2,1
1,19,26,78,30,1,2,1
2,99,80,94,20,2,1,2
1,82,43,39,10,1,1,1
1,96,59,56,10,1,1,1
2,100,50,47,40,2,2,2
2,65,56,71,20,2,1,2
2,75,87,94,20,2,1,2
2,77,77,87,20,2,1,2
2,97,81,41,40,2,2,2
2,13,5,17,20,2,1,2
2,22,50,41,40,2,2,2
1,19,78,98,10,1,1,1
1,71,33,55,10,1,1,1
2,80,74,63,40,2,2,2
1,50,80,19,30,1,2,1
2,31,33,10,40,2,2,2
2,39,36,29,20,2,1,2
2,24,61,46,40,2,2,2
2,68,77,51,20,2,1,2
2,36,29,74,20,2,1,2
1,81,60,82,30,1,2,1
1,79,26,27,30,1,2,1
2,60,65,79,20,2,1,2
1,89,75,12,10,1,1,1
1,43,77,79,30,1,2,1
2,43,51,75,40,2,2,2
2,85,18,24,40,2,2,2
2,97,31,52,20,2,1,2
2,84,69,100,20,2,1,2
2,100,45,60,20,2,1,2
2,52,81,93,20,2,1,2
1,11,61,61,10,1,1,1
1,27,77,13,10,1,1,1
1,20,17,78,30,1,2,1
1,83,9,23,30,1,2,1
1,86,65,31,10,1,1,1
1,96,8,31,30,1,2,1
1,35,49,85,10,1,1,1
2,73,49,95,40,2,2,2
2,63,26,70,20,2,1,2
2,26,71,67,20,2,1,2
1,59,61,56,10,1,1,1
2,42,98,86,40,2,2,2
2,22,68,52,20,2,1,2
1,20,40,34,30,1,2,1
1,93,52,21,30,1,2,1
2,65,70,68,40,2,2,2
2,23,57,96,20,2,1,2
1,41,90,18,30,1,2,1
1,99,93,6,10,1,1,1
2,11,31,26,20,2,1,2
1,35,58,21,10,1,1,1
2,81,24,30,20,2,1,2
1,15,46,100,30,1,2,1
1,68,51,31,30,1,2,1
1,57,97,24,10,1,1,1
2,37,84,30,40,2,2,2
1,82,47,85,10,1,1,1
1,36,19,28,10,1,1,1
2,40,64,84,40,2,2,2
2,77,34,5,40,2,2,2
1,56,97,85,30,1,2,1
2,34,59,49,40,2,2,2
2,19,99,8,40,2,2,2
2,86,44,8,40,2,2,2
2,17,68,20,20,2,1,2
1,81,55,89,10,1,1,1
2,22,64,86,20,2,1,2
1,17,97,10,10,1,1,1
2,73,90,69,20,2,1,2
1,33,59,68,10,1,1,1
1,11,83,69,10,1,1,1
1,67,71,20,30,1,2,1
1,52,34,60,10,1,1,1
1,39,23,77,10,1,1,1
1,92,18,18,10,1,1,1
2,97,91,7,20,2,1,2
2,92,9,94,20,2,1,2
2,85,16,8,20,2,1,2
2,58,60,45,40,2,2,2
1,93,8,100,30,1,2,1
2,84,70,80,20,2,1,2
1,91,91,30,30,1,2,1
1,28,89,53,10,1,1,1
1,98,81,29,30,1,2,1
1,71,67,66,10,1,1,1
2,91,31,57,40,2,2,2
2,30,55,38,40,2,2,2
1,69,45,44,10,1,1,1
1,65,93,87,10,1,1,1
1,59,65,43,30,1,2,1
1,76,32,77,30,1,2,1
2,24,11,72,20,2,1,2
2,78,16,28,40,2,2,2
2,7,27,94,20,2,1,2
1,83,12,58,10,1,1,1
1,72,84,51,10,1,1,1
2,61,43,76,20,2,1,2
1,80,34,79,10,1,1,1
1,35,94,83,10,1,1,1
1,23,83,30,30,1,2,1
2,73,52,97,20,2,1,2
2,45,73,75,40,2,2,2
1,68,81,53,30,1,2,1
1,78,80,12,10,1,1,1
1,70,37,31,10,1,1,1
2,13,23,73,40,2,2,2
2,99,72,69,40,2,2,2
1,61,15,50,30,1,2,1
1,8,99,60,30,1,2,1
2,19,89,30,40,2,2,2
1,61,27,38,30,1,2,1
1,57,70,21,30,1,2,1
1,43,19,55,10,1,1,1
2,60,53,34,20,2,1,2
1,96,53,50,30,1,2,1
2,37,73,32,20,2,1,2
2,52,33,51,40,2,2,2
1,31,13,84,10,1,1,1
1,47,56,9,30,1,2,1
2,93,58,90,20,2,1,2
2,41,44,92,40,2,2,2
2,36,7,17,20,2,1,2
2,23,80,43,20,2,1,2
1,42,10,30,10,1,1,1
2,44,30,48,20,2,1,2
1,88,6,59,30,1,2,1
1,95,77,69,10,1,1,1
1,45,14,57,10,1,1,1
2,65,80,45,20,2,1,2
2,22,52,97,40,2,2,2
2,67,95,5,40,2,2,2
2,52,91,6,20,2,1,2
2,51,73,68,40,2,2,2
1,54,29,62,30,1,2,1
2,94,63,72,40,2,2,2
1,78,9,70,10,1,1,1
2,32,46,62,40,2,2,2
2,47,87,61,40,2,2,2
2,9,43,60,40,2,2,2
2,84,55,35,20,2,1,2
1,37,69,84,30,1,2,1
1,37,32,7,10,1,1,1
1,6,43,65,30,1,2,1
1,40,58,87,30,1,2,1
2,33,32,75,40,2,2,2
2,17,32,78,20,2,1,2
2,92,96,30,20,2,1,2
1,77,40,46,10,1,1,1
1,48,58,87,30,1,2,1
1,54,69,59,30,1,2,1
2,44,17,77,40,2,2,2
1,55,29,61,10,1,1,1
1,66,15,48,10,1,1,1
1,41,68,15,30,1,2,1
2,13,83,52,40,2,2,2
2,14,61,81,20,2,1,2
1,36,87,96,30,1,2,1
1,86,25,47,10,1,1,1
1,18,34,59,30,1,2,1
1,63,96,91,30,1,2,1
2,66,41,22,40,2,2,2
1,13,12,62,30,1,2,1
2,62,9,86,20,2,1,2
1,95,50,60,10,1,1,1
2,78,31,22,20,2,1,2
1,8,44,24,30,1,2,1
1,60,70,37,30,1,2,1
1,60,55,5,10,1,1,1
2,14,39,73,40,2,2,2
1,13,8,5,30,1,2,1
1,6,85,68,10,1,1,1
2,59,90,19,20,2,1,2
1,32,78,56,30,1,2,1
1,82,50,9,10,1,1,1
1,58,100,98,30,1,2,1
1,87,8,11,10,1,1,1
1,82,87,64,30,1,2,1
1,55,74,29,10,1,1,1
1,20,73,13,30,1,2,1
2,22,44,95,40,2,2,2
1,74,81,92,30,1,2,1
2,77,79,26,20,2,1,2
1,49,57,81,10,1,1,1
1,94,85,28,10,1,1,1
2,22,55,60,40,2,2,2
2,94,37,68,20,2,1,2
1,13,100,59,10,1,1,1
1,44,56,37,10,1,1,1
1,33,44,59,10,1,1,1
2,35,17,91,40,2,2,2
2,90,78,70,40,2,2,2
1,98,10,8,30,1,2,1
1,69,42,60,30,1,2,1
1,77,99,60,30,1,2,1
1,72,74,91,30,1,2,1
1,9,76,35,10,1,1,1
1,82,80,7,30,1,2,1
2,63,100,51,20,2,1,2
2,70,13,51,40,2,2,2
1,30,80,10,10,1,1,1
1,42,98,80,10,1,1,1
2,91,46,42,20,2,1,2
2,40,18,33,40,2,2,2
2,62,93,80,40,2,2,2
2,32,91,87,20,2,1,2
2,9,67,88,20,2,1,2
1,68,32,91,10,1,1,1
2,81,15,98,40,2,2,2
1,22,99,40,30,1,2,1
1,87,56,59,10,1,1,1
2,53,29,45,40,2,2,2
2,70,60,34,40,2,2,2
1,11,24,48,30,1,2,1
2,15,51,29,40,2,2,2
2,45,90,77,20,2,1,2
2,34,21,48,40,2,2,2
1,65,29,50,30,1,2,1
1,90,25,50,30,1,2,1
1,96,37,99,10,1,1,1
1,71,39,80,30,1,2,1
1,16,20,42,30,1,2,1
2,53,21,26,20,2,1,2
2,18,80,19,40,2,2,2
2,97,21,71,40,2,2,2
1,8,7,18,10,1,1,1
2,83,47,56,40,2,2,2
1,32,43,51,10,1,1,1
2,12,52,97,20,2,1,2
2,98,24,75,20,2,1,2
2,53,25,88,20,2,1,2
1,10,84,17,30,1,2,1
2,66,82,15,20,2,1,2
1,29,70,20,30,1,2,1
1,39,64,26,10,1,1,1
1,34,87,66,10,1,1,1
2,50,13,95,40,2,2,2
1,100,45,93,10,1,1,1
1,35,84,31,10,1,1,1
1,79,40,66,30,1,2,1
1,6,10,50,10,1,1,1
2,99,8,31,40,2,2,2
2,69,32,35,20,2,1,2
2,90,46,36,40,2,2,2
1,87,75,50,10,1,1,1
1,7,27,55,30,1,2,1
2,46,77,84,40,2,2,2
2,41,61,51,20,2,1,2
1,96,56,76,10,1,1,1
2,80,66,83,40,2,2,2
2,27,96,77,20,2,1,2
1,70,83,39,30,1,2,1
1,82,88,79,30,1,2,1
2,91,10,20,20,2,1,2
2,98,58,34,20,2,1,2
2,17,78,58,40,2,2,2
1,85,34,39,10,1,1,1
2,91,58,32,40,2,2,2
2,95,95,34,20,2,1,2
2,33,52,17,40,2,2,2
1,46,70,76,10,1,1,1
1,63,24,35,10,1,1,1
2,89,90,30,40,2,2,2
2,68,76,15,40,2,2,2
1,69,83,58,10,1,1,1
2,19,40,22,20,2,1,2
1,70,27,55,30,1,2,1
1,46,36,33,30,1,2,1
2,63,34,26,40,2,2,2
1,23,23,87,30,1,2,1
2,79,97,58,20,2,1,2
2,20,47,12,40,2,2,2
1,62,82,36,10,1,1,1
1,75,31,73,30,1,2,1
1,87,45,19,30,1,2,1
1,97,14,25,10,1,1,1
2,10,93,53,40,2,2,2
2,80,17,69,40,2,2,2
2,76,36,87,40,2,2,2
2,68,22,43,40,2,2,2
2,41,46,46,20,2,1,2
2,52,54,40,20,2,1,2
1,60,22,35,10,1,1,1
2,55,39,43,20,2,1,2
2,81,35,99,20,2,1,2
1,89,93,65,10,1,1,1
1,15,75,51,30,1,2,1
2,23,28,40,40,2,2,2
2,56,88,87,40,2,2,2
1,35,80,57,10,1,1,1
2,99,39,85,20,2,1,2
2,67,20,50,20,2,1,2
1,13,73,10,10,1,1,1
2,32,42,56,40,2,2,2
1,41,51,93,10,1,1,1
1,69,15,68,10,1,1,1
1,63,91,60,30,1,2,1
2,84,40,7,20,2,1,2
2,67,60,7,40,2,2,2
1,45,98,82,30,1,2,1
1,88,57,17,10,1,1,1
1,85,17,54,30,1,2,1
2,24,16,83,20,2,1,2
2,75,68,83,20,2,1,2
1,63,82,48,30,1,2,1
2,61,9,23,40,2,2,2
2,30,57,18,40,2,2,2
1,90,64,91,10,1,1,1
2,51,73,15,20,2,1,2
1,8,85,100,10,1,1,1
1,26,68,10,30,1,2,1
1,40,57,62,10,1,1,1
2,89,11,62,40,2,2,2
1,87,14,56,30,1,2,1
2,8,14,64,40,2,2,2
2,62,85,49,40,2,2,2
1,18,16,75,30,1,2,1
2,58,80,97,20,2,1,2
2,44,40,31,40,2,2,2
2,23,49,36,40,2,2,2
1,53,87,50,30,1,2,1
1,87,18,97,10,1,1,1
1,76,6,64,10,1,1,1
2,31,31,25,20,2,1,2
2,19,18,16,40,2,2,2
1,65,5,87,30,1,2,1
1,44,76,71,30,1,2,1
1,27,70,29,10,1,1,1
1,58,75,34,30,1,2,1
1,89,85,52,30,1,2,1
1,61,85,59,30,1,2,1
2,70,83,46,20,2,1,2
2,67,76,33,20,2,1,2
1,100,31,92,30,1,2,1
1,8,37,71,10,1,1,1
2,34,60,15,40,2,2,2
1,5,26,84,30,1,2,1
2,15,41,39,20,2,1,2
1,28,98,63,30,1,2,1
1,44,61,26,30,1,2,1
2,26,31,79,40,2,2,2
2,97,93,26,20,2,1,2
2,51,27,31,40,2,2,2
1,17,11,25,10,1,1,1
2,40,84,38,20,2,1,2
1,71,52,76,30,1,2,1
2,84,80,30,40,2,2,2
1,56,7,73,10,1,1,1
1,26,67,48,10,1,1,1
1,46,35,49,30,1,2,1
1,73,63,30,10,1,1,1
1,95,18,84,30,1,2,1
2,52,41,34,20,2,1,2
1,79,30,97,30,1,2,1
1,64,47,83,10,1,1,1
1,72,15,59,30,1,2,1
1,29,47,80,10,1,1,1
2,33,48,61,40,2,2,2
1,10,10,86,30,1,2,1
2,34,21,57,40,2,2,2
2,47,97,92,40,2,2,2
1,41,46,13,30,1,2,1
1,99,51,5,10,1,1,1
1,66,28,47,30,1,2,1
2,99,12,94,20,2,1,2
2,76,87,15,40,2,2,2
2,45,82,43,20,2,1,2
2,81,44,34,40,2,2,2
2,84,55,42,40,2,2,2
1,87,55,6,30,1,2,1
1,15,72,96,10,1,1,1
2,68,40,18,20,2,1,2
1,30,8,81,30,1,2,1
2,69,79,25,20,2,1,2
1,91,18,9,30,1,2,1
1,45,8,39,30,1,2,1
2,64,92,17,40,2,2,2
1,52,60,17,30,1,2,1
1,53,83,24,10,1,1,1
1,44,29,76,30,1,2,1
2,43,79,30,40,2,2,2
2,54,8,67,20,2,1,2
1,66,56,77,10,1,1,1
1,66,40,26,30,1,2,1
2,35,81,71,20,2,1,2
1,32,62,62,30,1,2,1
2,16,68,29,40,2,2,2
1,65,94,48,30,1,2,1
1,36,27,46,30,1,2,1
1,61,30,61,30,1,2,1
2,38,40,7,20,2,1,2
1,28,65,63,10,1,1,1
2,41,93,85,20,2,1,2
2,25,70,100,40,2,2,2
2,21,18,66,40,2,2,2
1,66,57,65,30,1,2,1
1,21,13,18,30,1,2,1
1,39,67,52,10,1,1,1
2,63,28,99,20,2,1,2
2,38,79,43,40,2,2,2
2,93,55,9,20,2,1,2
1,85,85,47,30,1,2,1
2,21,9,31,40,2,2,2
1,45,60,43,30,1,2,1
2,60,66,7,40,2,2,2
2,77,91,92,40,2,2,2
1,46,98,49,10,1,1,1
1,39,13,80,10,1,1,1
2,53,52,94,20,2,1,2
1,17,73,99,10,1,1,1
2,39,62,67,20,2,1,2
2,45,80,47,40,2,2,2
2,7,29,76,40,2,2,2
2,81,84,10,40,2,2,2
1,51,41,57,30,1,2,1
1,62,69,18,30,1,2,1
1,80,62,51,10,1,1,1
2,13,47,9,40,2,2,2
2,84,25,87,40,2,2,2
2,61,96,84,20,2,1,2
1,25,9,33,10,1,1,1
2,26,46,51,20,2,1,2
1,50,60,34,10,1,1,1
1,18,19,78,10,1,1,1
2,19,59,68,40,2,2,2
1,79,98,93,10,1,1,1
2,22,95,42,40,2,2,2
2,65,99,79,20,2,1,2
2,30,51,70,40,2,2,2
1,41,44,100,30,1,2,1
2,85,82,13,20,2,1,2
2,6,49,19,20,2,1,2
1,6,99,29,10,1,1,1
2,89,37,22,40,2,2,2
2,17,70,10,20,2,1,2
1,24,73,78,10,1,1,1
2,25,56,29,20,2,1,2
2,96,36,37,40,2,2,2
1,79,47,76,30,1,2,1
2,62,84,77,20,2,1,2
2,86,91,11,40,2,2,2
1,51,12,27,10,1,1,1
2,91,38,53,20,2,1,2
2,40,32,24,20,2,1,2
2,36,57,66,20,2,1,2
1,14,34,82,30,1,2,1
2,82,45,15,40,2,2,2
1,88,35,80,10,1,1,1
2,63,39,8,20,2,1,2
2,42,85,47,40,2,2,2
1,90,5,65,30,1,2,1
2,36,8,53,40,2,2,2
2,38,42,62,40,2,2,2
1,71,55,78,30,1,2,1
1,45,35,66,30,1,2,1
1,8,62,62,10,1,1,1
1,66,31,55,30,1,2,1
1,74,87,22,30,1,2,1
2,52,60,85,40,2,2,2
2,39,29,75,40,2,2,2
2,73,63,99,20,2,1,2
1,24,33,94,30,1,2,1
2,46,84,76,40,2,2,2
1,39,66,17,30,1,2,1
1,10,70,39,30,1,2,1
2,88,51,43,40,2,2,2
1,36,26,19,10,1,1,1
2,26,86,31,20,2,1,2
2,79,67,42,20,2,1,2
2,54,84,26,40,2,2,2
2,18,55,10,20,2,1,2
1,35,67,78,30,1,2,1
1,14,42,19,10,1,1,1
1,69,39,19,10,1,1,1
1,89,32,51,10,1,1,1
2,10,53,12,20,2,1,2
2,72,46,40,40,2,2,2
2,69,73,69,40,2,2,2
1,74,50,11,10,1,1,1
2,81,84,75,40,2,2,2
2,77,26,8,20,2,1,2
1,81,20,18,10,1,1,1
1,13,34,60,30,1,2,1
1,60,74,53,10,1,1,1
2,69,35,77,20,2,1,2
2,87,8,31,40,2,2,2
1,53,66,21,10,1,1,1
1,96,88,82,10,1,1,1
2,87,88,10,40,2,2,2
2,30,47,38,20,2,1,2
2,57,84,91,40,2,2,2
1,60,44,5,10,1,1,1
2,37,49,56,20,2,1,2
1,12,43,49,30,1,2,1
1,79,21,54,30,1,2,1
1,26,9,66,10,1,1,1
1,18,78,14,10,1,1,1
1,54,41,28,10,1,1,1
2,28,50,16,40,2,2,2
2,65,50,19,40,2,2,2
1,92,40,33,30,1,2,1
2,66,93,19,20,2,1,2
1,70,44,7,10,1,1,1
1,80,36,80,10,1,1,1
1,79,29,50,10,1,1,1
2,13,51,31,20,2,1,2
1,97,72,30,10,1,1,1
2,68,23,51,40,2,2,2
2,75,68,61,40,2,2,2
2,55,58,10,20,2,1,2
1,91,85,98,10,1,1,1
2,87,26,92,20,2,1,2
1,43,15,69,30,1,2,1
1,93,13,54,10,1,1,1
1,5,8,39,10,1,1,1
1,62,87,57,30,1,2,1
2,48,44,35,40,2,2,2
2,24,81,91,20,2,1,2
2,47,99,44,40,2,2,2
1,29,27,49,30,1,2,1
2,32,55,7,20,2,1,2
1,60,12,93,30,1,2,1
2,54,97,11,20,2,1,2
1,46,21,21,10,1,1,1
1,18,100,9,30,1,2,1
1,69,21,26,30,1,2,1
1,93,36,36,30,1,2,1
2,100,44,24,40,2,2,2
2,72,55,42,40,2,2,2
1,85,54,77,30,1,2,1
1,32,14,75,10,1,1,1
2,90,47,67,20,2,1,2
1,46,85,98,30,1,2,1
1,83,6,59,10,1,1,1
1,89,63,52,30,1,2,1
2,45,94,8,20,2,1,2
2,23,22,20,20,2,1,2
1,100,81,83,30,1,2,1
1,78,55,18,10,1,1,1
2,39,46,12,20,2,1,2
1,25,63,76,10,1,1,1
1,45,96,99,10,1,1,1
1,61,29,69,10,1,1,1
2,52,48,12,20,2,1,2
2,31,51,65,20,2,1,2
2,10,52,20,40,2,2,2
2,40,80,64,40,2,2,2
2,33,69,20,40,2,2,2
1,95,60,56,10,1,1,1
1,74,99,66,10,1,1,1
2,91,67,86,40,2,2,2
1,24,91,99,30,1,2,1
2,20,52,79,40,2,2,2
1,31,30,74,30,1,2,1
2,24,44,37,20,2,1,2
2,95,61,79,40,2,2,2
1,65,39,88,30,1,2,1
2,83,8,64,40,2,2,2
2,71,37,64,40,2,2,2
1,8,52,6,30,1,2,1
2,6,19,55,40,2,2,2
1,11,31,11,30,1,2,1
2,14,9,54,20,2,1,2
1,77,10,30,30,1,2,1
2,50,69,23,40,2,2,2
2,82,32,22,20,2,1,2
1,53,67,75,30,1,2,1
1,88,47,49,30,1,2,1
2,50,33,86,20,2,1,2
2,77,13,76,20,2,1,2
1,58,100,6,30,1,2,1
1,95,22,67,30,1,2,1
1,76,69,84,30,1,2,1
2,72,10,20,20,2,1,2
2,13,53,35,20,2,1,2
1,38,25,62,10,1,1,1
1,21,95,77,10,1,1,1
1,22,20,52,30,1,2,1
2,76,98,95,40,2,2,2
1,97,58,88,30,1,2,1
2,76,48,70,20,2,1,2
2,75,97,49,40,2,2,2
2,86,31,36,40,2,2,2
2,62,34,82,40,2,2,2
2,82,30,79,20,2,1,2
1,62,38,35,30,1,2,1
1,51,72,50,10,1,1,1
2,39,36,86,40,2,2,2
2,51,100,82,40,2,2,2
2,70,51,16,40,2,2,2
1,77,20,65,10,1,1,1
1,81,37,15,30,1,2,1
1,58,87,42,10,1,1,1
1,12,62,65,10,1,1,1
1,80,29,8,10,1,1,1
1,78,26,54,10,1,1,1
1,20,51,65,30,1,2,1
2,76,54,77,40,2,2,2
2,46,95,90,40,2,2,2
2,20,18,57,40,2,2,2
1,27,99,66,10,1,1,1
2,40,58,61,40,2,2,2
2,61,80,91,40,2,2,2
1,64,50,86,30,1,2,1
1,30,100,85,10,1,1,1
1,37,71,42,10,1,1,1
1,24,77,35,10,1,1,1
2,76,69,6,40,2,2,2
1,41,36,81,10,1,1,1
2,54,33,27,40,2,2,2
1,5,71,49,10,1,1,1
2,53,53,89,40,2,2,2
1,52,10,95,30,1,2,1
2,19,74,24,20,2,1,2
2,88,71,53,20,2,1,2
1,79,55,84,30,1,2,1
1,77,60,54,10,1,1,1
1,12,66,70,10,1,1,1
2,39,15,83,40,2,2,2
1,47,77,42,10,1,1,1
2,16,79,9,40,2,2,2
1,71,40,58,30,1,2,1
1,68,14,81,10,1,1,1
