Embalaje,Ancho,Largo,Alto,Procedencia,Manipulacion,Temperatura,Protocolo
2,31,72,30,B,Fragil,Ambiente,2
2,23,52,78,B,Fragil,Ambiente,2
2,34,75,20,B,Fragil,Ambiente,2
2,14,72,24,B,Fragil,Ambiente,2
2,16,84,66,D,Fragil,Refrigerado,2
2,41,71,73,B,Fragil,Ambiente,2
2,22,77,75,D,Fragil,Refrigerado,2
2,35,84,44,D,Fragil,Refrigerado,2
2,73,96,9,B,Fragil,Ambiente,2
2,83,5,57,D,Fragil,Refrigerado,2
1,90,98,69,C,Normal,Refrigerado,1
2,17,43,31,B,Fragil,Ambiente,2
1,24,42,84,A,Normal,Ambiente,1
2,25,98,16,B,Fragil,Ambiente,2
1,70,47,91,A,Normal,Ambiente,1
2,55,48,30,D,Fragil,Refrigerado,2
2,40,58,87,B,Fragil,Ambiente,2
1,83,99,10,A,Normal,Ambiente,1
1,48,36,33,C,Normal,Refrigerado,1
1,100,44,36,C,Normal,Refrigerado,1
1,41,89,29,C,Normal,Refrigerado,1
1,17,46,75,A,Normal,Ambiente,1
2,80,71,74,D,Fragil,Refrigerado,2
2,73,49,14,B,Fragil,Ambiente,2
1,57,96,49,C,Normal,Refrigerado,1
1,72,33,84,A,Normal,Ambiente,1
1,78,18,80,C,Normal,Refrigerado,1
1,57,31,69,C,Normal,Refrigerado,1
1,59,47,44,C,Normal,Refrigerado,1
1,85,34,96,C,Normal,Refrigerado,1
1,92,56,78,C,Normal,Refrigerado,1
1,86,79,69,A,Normal,Ambiente,1
1,66,75,54,A,Normal,Ambiente,1
2,33,67,28,B,Fragil,Ambiente,2
2,27,17,7,D,Fragil,Refrigerado,2
1,88,50,89,C,Normal,Refrigerado,1
1,12,36,11,A,Normal,Ambiente,1
2,82,28,81,D,Fragil,Refrigerado,2
2,39,23,40,D,Fragil,Refrigerado,2
1,78,96,75,C,Normal,Refrigerado,1
1,99,36,100,A,Normal,Ambiente,1
2,64,37,21,B,Fragil,Ambiente,2
1,72,26,48,A,Normal,Ambiente,1
1,73,72,32,C,Normal,Refrigerado,1
2,58,29,91,B,Fragil,Ambiente,2
2,71,94,56,B,Fragil,Ambiente,2
2,61,22,57,D,Fragil,Refrigerado,2
1,83,74,59,A,Normal,Ambiente,1
2,15,26,13,D,Fragil,Refrigerado,2
2,60,61,68,D,Fragil,Refrigerado,2
2,10,12,32,B,Fragil,Ambiente,2
2,46,24,38,B,Fragil,Ambiente,2
2,85,9,26,B,Fragil,Ambiente,2
1,17,20,50,C,Normal,Refrigerado,1
2,19,5,97,B,Fragil,Ambiente,2
1,64,71,49,A,Normal,Ambiente,1
2,14,25,59,B,Fragil,Ambiente,2
2,8,16,16,D,Fragil,Refrigerado,2
1,60,51,85,C,Normal,Refrigerado,1
2,7,45,83,D,Fragil,Refrigerado,2
1,7,76,91,A,Normal,Ambiente,1
1,20,16,21,C,Normal,Refrigerado,1
2,81,10,53,D,Fragil,Refrigerado,2
2,64,80,40,D,Fragil,Refrigerado,2
2,79,8,54,B,Fragil,Ambiente,2
1,72,44,62,A,Normal,Ambiente,1
2,77,17,17,B,Fragil,Ambiente,2
2,77,10,47,B,Fragil,Ambiente,2
2,47,9,57,B,Fragil,Ambiente,2
1,70,54,19,C,Normal,Refrigerado,1
1,46,72,70,A,Normal,Ambiente,1
2,56,16,94,D,Fragil,Refrigerado,2
1,96,13,91,A,Normal,Ambiente,1
1,36,79,17,C,Normal,Refrigerado,1
2,20,31,77,B,Fragil,Ambiente,2
1,14,44,16,C,Normal,Refrigerado,1
1,22,42,63,C,Normal,Refrigerado,1
2,70,50,77,D,Fragil,Refrigerado,2
1,22,9,50,A,Normal,Ambiente,1
2,59,86,17,D,Fragil,Refrigerado,2
2,58,81,12,B,Fragil,Ambiente,2
1,18,74,69,C,Normal,Refrigerado,1
1,60,44,93,A,Normal,Ambiente,1
2,77,28,68,B,Fragil,Ambiente,2
1,70,54,35,C,Normal,Refrigerado,1
2,61,28,98,B,Fragil,Ambiente,2
2,60,66,34,D,Fragil,Refrigerado,2
2,63,19,27,B,Fragil,Ambiente,2
2,18,22,90,D,Fragil,Refrigerado,2
2,39,6,37,B,Fragil,Ambiente,2
1,90,61,57,A,Normal,Ambiente,1
1,80,15,78,C,Normal,Refrigerado,1
1,57,60,81,A,Normal,Ambiente,1
1,70,26,84,A,Normal,Ambiente,1
1,10,19,66,C,Normal,Refrigerado,1
2,29,56,100,D,Fragil,Refrigerado,2
1,45,91,46,C,Normal,Refrigerado,1
2,60,79,27,B,Fragil,Ambiente,2
2,77,8,46,D,Fragil,Refrigerado,2
2,88,62,80,D,Fragil,Refrigerado,2
1,12,7,87,C,Normal,Refrigerado,1
2,83,20,64,B,Fragil,Ambiente,2
1,18,96,53,A,Normal,Ambiente,1
1,64,88,89,C,Normal,Refrigerado,1
1,56,21,88,A,Normal,Ambiente,1
2,46,85,55,D,Fragil,Refrigerado,2
1,47,51,74,A,Normal,Ambiente,1
2,25,91,92,D,Fragil,Refrigerado,2
2,95,56,79,D,Fragil,Refrigerado,2
1,43,45,9,A,Normal,Ambiente,1
1,62,80,28,C,Normal,Refrigerado,1
2,22,23,13,D,Fragil,Refrigerado,2
2,27,6,88,B,Fragil,Ambiente,2
1,57,91,93,A,Normal,Ambiente,1
2,88,12,20,D,Fragil,Refrigerado,2
1,81,40,89,C,Normal,Refrigerado,1
2,35,24,52,B,Fragil,Ambiente,2
2,84,39,76,D,Fragil,Refrigerado,2
1,48,85,72,C,Normal,Refrigerado,1
2,47,36,86,D,Fragil,Refrigerado,2
1,27,72,46,A,Normal,Ambiente,1
1,62,76,87,C,Normal,Refrigerado,1
2,81,8,38,B,Fragil,Ambiente,2
2,31,24,52,D,Fragil,Refrigerado,2
1,6,65,12,A,Normal,Ambiente,1
2,85,42,63,B,Fragil,Ambiente,2
2,23,34,6,B,Fragil,Ambiente,2
1,22,11,100,C,Normal,Refrigerado,1
2,54,24,37,B,Fragil,Ambiente,2
1,29,36,9,A,Normal,Ambiente,1
1,60,55,52,C,Normal,Refrigerado,1
1,8,78,72,A,Normal,Ambiente,1
2,98,78,89,B,Fragil,Ambiente,2
2,66,56,89,D,Fragil,Refrigerado,2
1,99,44,57,C,Normal,Refrigerado,1
2,12,25,15,B,Fragil,Ambiente,2
1,40,79,35,A,Normal,Ambiente,1
2,99,97,16,B,Fragil,Ambiente,2
2,98,59,66,B,Fragil,Ambiente,2
2,40,23,14,D,Fragil,Refrigerado,2
2,15,64,41,D,Fragil,Refrigerado,2
1,19,48,93,A,Normal,Ambiente,1
2,46,12,64,B,Fragil,Ambiente,2
1,9,56,62,C,Normal,Refrigerado,1
2,64,48,20,B,Fragil,Ambiente,2
2,62,5,48,B,Fragil,Ambiente,2
1,59,58,27,A,Normal,Ambiente,1
2,96,21,29,D,Fragil,Refrigerado,2
2,54,48,48,D,Fragil,Refrigerado,2
1,89,49,21,A,Normal,Ambiente,1
2,80,9,44,B,Fragil,Ambiente,2
1,95,31,57,C,Normal,Refrigerado,1
2,17,16,85,B,Fragil,Ambiente,2
1,77,42,46,C,Normal,Refrigerado,1
2,39,44,7,D,Fragil,Refrigerado,2
1,41,42,83,A,Normal,Ambiente,1
2,62,80,8,D,Fragil,Refrigerado,2
1,84,30,71,C,Normal,Refrigerado,1
2,87,9,73,D,Fragil,Refrigerado,2
1,86,88,46,A,Normal,Ambiente,1
1,48,55,98,A,Normal,Ambiente,1
1,68,77,36,A,Normal,Ambiente,1
1,86,63,8,C,Normal,Refrigerado,1
2,39,83,56,B,Fragil,Ambiente,2
1,20,60,9,A,Normal,Ambiente,1
1,91,74,55,A,Normal,Ambiente,1
2,84,85,59,D,Fragil,Refrigerado,2
1,53,31,64,A,Normal,Ambiente,1
1,80,81,66,C,Normal,Refrigerado,1
2,28,47,94,B,Fragil,Ambiente,2
1,26,23,88,A,Normal,Ambiente,1
2,6,67,93,B,Fragil,Ambiente,2
2,47,84,73,B,Fragil,Ambiente,2
1,82,95,79,C,Normal,Refrigerado,1
1,62,32,63,C,Normal,Refrigerado,1
2,35,9,43,B,Fragil,Ambiente,2
1,80,12,5,A,Normal,Ambiente,1
1,60,90,92,C,Normal,Refrigerado,1
1,95,87,100,A,Normal,Ambiente,1
2,17,23,29,B,Fragil,Ambiente,2
1,95,25,81,A,Normal,Ambiente,1
1,20,18,93,C,Normal,Refrigerado,1
1,57,16,5,C,Normal,Refrigerado,1
2,13,95,11,B,Fragil,Ambiente,2
2,15,36,60,D,Fragil,Refrigerado,2
2,65,20,80,B,Fragil,Ambiente,2
2,83,83,48,D,Fragil,Refrigerado,2
1,42,82,76,A,Normal,Ambiente,1
2,77,69,53,D,Fragil,Refrigerado,2
1,30,53,34,A,Normal,Ambiente,1
1,83,27,46,A,Normal,Ambiente,1
2,86,97,7,B,Fragil,Ambiente,2
2,47,63,79,D,Fragil,Refrigerado,2
2,34,79,36,B,Fragil,Ambiente,2
2,77,28,19,D,Fragil,Refrigerado,2
2,16,25,13,B,Fragil,Ambiente,2
1,91,43,66,C,Normal,Refrigerado,1
2,13,34,42,D,Fragil,Refrigerado,2
2,94,6,27,D,Fragil,Refrigerado,2
1,96,79,18,C,Normal,Refrigerado,1
1,84,60,49,C,Normal,Refrigerado,1
2,58,69,27,B,Fragil,Ambiente,2
2,70,60,34,D,Fragil,Refrigerado,2
2,44,70,43,B,Fragil,Ambiente,2
2,93,63,27,D,Fragil,Refrigerado,2
1,69,40,75,C,Normal,Refrigerado,1
1,75,29,21,C,Normal,Refrigerado,1
2,53,87,99,B,Fragil,Ambiente,2
2,86,19,60,B,Fragil,Ambiente,2
2,93,57,40,D,Fragil,Refrigerado,2
1,89,43,47,C,Normal,Refrigerado,1
2,99,50,48,B,Fragil,Ambiente,2
1,14,60,92,C,Normal,Refrigerado,1
2,21,97,56,B,Fragil,Ambiente,2
2,59,28,65,B,Fragil,Ambiente,2
1,87,90,66,A,Normal,Ambiente,1
1,10,55,15,C,Normal,Refrigerado,1
1,18,58,11,C,Normal,Refrigerado,1
2,81,100,24,D,Fragil,Refrigerado,2
1,54,53,69,A,Normal,Ambiente,1
2,53,79,51,B,Fragil,Ambiente,2
1,98,70,81,A,Normal,Ambiente,1
2,87,89,90,D,Fragil,Refrigerado,2
2,94,60,84,D,Fragil,Refrigerado,2
2,80,89,43,B,Fragil,Ambiente,2
1,70,20,11,A,Normal,Ambiente,1
1,8,12,18,A,Normal,Ambiente,1
2,53,32,32,D,Fragil,Refrigerado,2
1,53,29,32,A,Normal,Ambiente,1
1,88,59,40,A,Normal,Ambiente,1
1,69,73,53,A,Normal,Ambiente,1
2,67,75,71,D,Fragil,Refrigerado,2
2,98,12,79,B,Fragil,Ambiente,2
2,65,58,22,B,Fragil,Ambiente,2
1,57,41,60,A,Normal,Ambiente,1
1,22,40,74,A,Normal,Ambiente,1
1,9,21,6,C,Normal,Refrigerado,1
2,52,90,77,B,Fragil,Ambiente,2
2,73,20,85,D,Fragil,Refrigerado,2
2,36,96,13,D,Fragil,Refrigerado,2
1,27,84,66,C,Normal,Refrigerado,1
1,97,29,15,C,Normal,Refrigerado,1
2,72,80,70,B,Fragil,Ambiente,2
1,51,11,58,A,Normal,Ambiente,1
1,86,33,39,C,Normal,Refrigerado,1
2,27,70,27,D,Fragil,Refrigerado,2
2,86,75,61,B,Fragil,Ambiente,2
2,96,62,23,B,Fragil,Ambiente,2
2,15,10,69,B,Fragil,Ambiente,2
1,79,14,21,A,Normal,Ambiente,1
1,30,52,82,C,Normal,Refrigerado,1
2,40,58,32,D,Fragil,Refrigerado,2
2,62,96,87,D,Fragil,Refrigerado,2
1,21,64,75,C,Normal,Refrigerado,1
1,31,15,43,A,Normal,Ambiente,1
2,15,10,50,B,Fragil,Ambiente,2
1,58,77,23,C,Normal,Refrigerado,1
2,68,29,47,D,Fragil,Refrigerado,2
1,92,69,98,A,Normal,Ambiente,1
2,95,64,37,B,Fragil,Ambiente,2
1,13,46,36,A,Normal,Ambiente,1
2,11,18,78,D,Fragil,Refrigerado,2
2,77,90,11,B,Fragil,Ambiente,2
1,68,37,47,C,Normal,Refrigerado,1
1,27,87,86,A,Normal,Ambiente,1
1,58,82,77,A,Normal,Ambiente,1
2,72,54,90,B,Fragil,Ambiente,2
1,18,92,73,C,Normal,Refrigerado,1
2,28,31,83,D,Fragil,Refrigerado,2
2,23,36,44,D,Fragil,Refrigerado,2
1,15,46,94,C,Normal,Refrigerado,1
1,71,31,66,C,Normal,Refrigerado,1
2,57,10,49,D,Fragil,Refrigerado,2
1,68,41,95,A,Normal,Ambiente,1
1,17,99,20,A,Normal,Ambiente,1
2,68,76,95,D,Fragil,Refrigerado,2
2,64,70,24,B,Fragil,Ambiente,2
1,79,87,52,C,Normal,Refrigerado,1
1,43,34,7,A,Normal,Ambiente,1
2,22,23,49,B,Fragil,Ambiente,2
2,6,35,97,D,Fragil,Refrigerado,2
2,74,14,56,D,Fragil,Refrigerado,2
1,77,98,85,A,Normal,Ambiente,1
2,76,73,26,B,Fragil,Ambiente,2
2,22,6,60,B,Fragil,Ambiente,2
1,16,20,45,C,Normal,Refrigerado,1
1,32,67,25,C,Normal,Refrigerado,1
2,70,90,41,D,Fragil,Refrigerado,2
1,18,45,85,C,Normal,Refrigerado,1
1,72,86,52,A,Normal,Ambiente,1
2,88,66,96,D,Fragil,Refrigerado,2
1,21,39,8,C,Normal,Refrigerado,1
1,26,82,64,A,Normal,Ambiente,1
1,80,65,20,A,Normal,Ambiente,1
2,42,71,31,D,Fragil,Refrigerado,2
2,92,48,99,D,Fragil,Refrigerado,2
2,86,67,46,D,Fragil,Refrigerado,2
2,14,40,40,B,Fragil,Ambiente,2
1,36,87,13,A,Normal,Ambiente,1
2,50,97,88,D,Fragil,Refrigerado,2
1,61,36,12,C,Normal,Refrigerado,1
1,49,47,28,C,Normal,Refrigerado,1
1,100,89,60,A,Normal,Ambiente,1
2,76,98,6,B,Fragil,Ambiente,2
1,42,87,19,C,Normal,Refrigerado,1
2,72,55,83,D,Fragil,Refrigerado,2
1,30,14,32,C,Normal,Refrigerado,1
1,43,23,40,A,Normal,Ambiente,1
2,28,75,78,D,Fragil,Refrigerado,2
1,84,5,11,A,Normal,Ambiente,1
2,79,33,9,B,Fragil,Ambiente,2
1,23,78,42,C,Normal,Refrigerado,1
2,25,55,31,D,Fragil,Refrigerado,2
2,94,34,76,D,Fragil,Refrigerado,2
2,46,75,68,B,Fragil,Ambiente,2
2,36,69,71,B,Fragil,Ambiente,2
2,69,22,34,D,Fragil,Refrigerado,2
1,59,56,67,C,Normal,Refrigerado,1
1,89,85,36,A,Normal,Ambiente,1
1,69,64,27,C,Normal,Refrigerado,1
1,28,30,78,A,Normal,Ambiente,1
2,70,47,82,D,Fragil,Refrigerado,2
2,44,75,47,B,Fragil,Ambiente,2
1,65,42,84,A,Normal,Ambiente,1
2,12,93,35,D,Fragil,Refrigerado,2
2,98,64,51,B,Fragil,Ambiente,2
2,5,47,10,B,Fragil,Ambiente,2
2,12,99,14,D,Fragil,Refrigerado,2
1,88,17,14,C,Normal,Refrigerado,1
2,65,57,49,B,Fragil,Ambiente,2
1,63,92,73,C,Normal,Refrigerado,1
1,54,22,38,A,Normal,Ambiente,1
2,63,59,65,D,Fragil,Refrigerado,2
1,40,74,52,A,Normal,Ambiente,1
2,55,92,88,B,Fragil,Ambiente,2
1,28,62,42,A,Normal,Ambiente,1
2,19,24,20,D,Fragil,Refrigerado,2
2,63,93,20,D,Fragil,Refrigerado,2
2,84,29,16,D,Fragil,Refrigerado,2
1,94,43,40,C,Normal,Refrigerado,1
1,33,95,88,A,Normal,Ambiente,1
2,79,99,91,D,Fragil,Refrigerado,2
2,91,98,84,D,Fragil,Refrigerado,2
2,8,99,88,D,Fragil,Refrigerado,2
2,26,16,94,B,Fragil,Ambiente,2
2,33,18,77,D,Fragil,Refrigerado,2
2,71,45,58,B,Fragil,Ambiente,2
1,91,61,55,A,Normal,Ambiente,1
1,63,44,72,C,Normal,Refrigerado,1
2,26,50,45,B,Fragil,Ambiente,2
2,98,94,29,D,Fragil,Refrigerado,2
2,85,65,94,B,Fragil,Ambiente,2
1,11,86,29,C,Normal,Refrigerado,1
1,52,64,44,A,Normal,Ambiente,1
2,9,37,24,B,Fragil,Ambiente,2
1,24,43,27,C,Normal,Refrigerado,1
1,19,95,76,C,Normal,Refrigerado,1
1,76,66,47,A,Normal,Ambiente,1
1,54,29,98,A,Normal,Ambiente,1
2,48,12,97,D,Fragil,Refrigerado,2
1,50,90,95,C,Normal,Refrigerado,1
2,68,95,44,D,Fragil,Refrigerado,2
2,26,80,28,B,Fragil,Ambiente,2
1,58,27,86,C,Normal,Refrigerado,1
2,40,76,24,B,Fragil,Ambiente,2
1,43,44,7,C,Normal,Refrigerado,1
1,20,97,60,C,Normal,Refrigerado,1
1,19,58,76,C,Normal,Refrigerado,1
1,11,99,57,C,Normal,Refrigerado,1
1,80,26,30,C,Normal,Refrigerado,1
2,24,24,98,D,Fragil,Refrigerado,2
1,72,30,52,A,Normal,Ambiente,1
2,35,84,60,B,Fragil,Ambiente,2
1,98,8,77,C,Normal,Refrigerado,1
2,28,7,42,D,Fragil,Refrigerado,2
1,60,73,20,A,Normal,Ambiente,1
1,74,73,30,A,Normal,Ambiente,1
2,42,16,10,B,Fragil,Ambiente,2
1,43,69,79,A,Normal,Ambiente,1
2,98,16,64,D,Fragil,Refrigerado,2
2,40,92,35,D,Fragil,Refrigerado,2
2,53,27,80,B,Fragil,Ambiente,2
2,6,94,57,B,Fragil,Ambiente,2
2,61,65,77,D,Fragil,Refrigerado,2
2,62,53,71,D,Fragil,Refrigerado,2
2,38,69,60,D,Fragil,Refrigerado,2
1,6,87,54,A,Normal,Ambiente,1
1,64,68,22,C,Normal,Refrigerado,1
2,64,59,51,D,Fragil,Refrigerado,2
2,90,76,36,B,Fragil,Ambiente,2
2,87,39,25,D,Fragil,Refrigerado,2
2,70,7,9,D,Fragil,Refrigerado,2
2,83,44,25,B,Fragil,Ambiente,2
2,94,38,74,D,Fragil,Refrigerado,2
2,38,37,14,D,Fragil,Refrigerado,2
1,11,18,56,A,Normal,Ambiente,1
2,64,66,38,D,Fragil,Refrigerado,2
2,18,36,72,D,Fragil,Refrigerado,2
2,63,85,68,D,Fragil,Refrigerado,2
2,28,22,73,D,Fragil,Refrigerado,2
2,10,63,23,B,Fragil,Ambiente,2
2,28,98,16,B,Fragil,Ambiente,2
1,78,36,5,C,Normal,Refrigerado,1
1,55,6,13,A,Normal,Ambiente,1
2,7,20,32,B,Fragil,Ambiente,2
1,97,36,99,C,Normal,Refrigerado,1
2,13,84,79,D,Fragil,Refrigerado,2
2,20,21,46,D,Fragil,Refrigerado,2
1,21,29,43,A,Normal,Ambiente,1
2,48,44,99,D,Fragil,Refrigerado,2
1,35,48,90,C,Normal,Refrigerado,1
1,84,67,27,C,Normal,Refrigerado,1
2,54,8,42,B,Fragil,Ambiente,2
2,85,96,75,D,Fragil,Refrigerado,2
2,96,17,14,B,Fragil,Ambiente,2
2,98,23,99,D,Fragil,Refrigerado,2
1,71,72,91,C,Normal,Refrigerado,1
2,6,8,65,D,Fragil,Refrigerado,2
2,53,46,14,B,Fragil,Ambiente,2
2,80,75,67,B,Fragil,Ambiente,2
1,61,99,67,A,Normal,Ambiente,1
2,18,17,54,D,Fragil,Refrigerado,2
2,95,6,37,D,Fragil,Refrigerado,2
2,28,66,44,D,Fragil,Refrigerado,2
1,48,88,42,C,Normal,Refrigerado,1
1,34,88,64,A,Normal,Ambiente,1
2,81,38,5,D,Fragil,Refrigerado,2
2,66,100,51,B,Fragil,Ambiente,2
2,19,25,26,B,Fragil,Ambiente,2
1,69,15,81,A,Normal,Ambiente,1
1,46,31,17,A,Normal,Ambiente,1
1,29,63,42,C,Normal,Refrigerado,1
2,46,20,61,D,Fragil,Refrigerado,2
1,45,98,40,A,Normal,Ambiente,1
2,50,44,13,D,Fragil,Refrigerado,2
2,54,33,85,B,Fragil,Ambiente,2
2,19,10,56,B,Fragil,Ambiente,2
1,20,100,84,C,Normal,Refrigerado,1
1,33,48,74,C,Normal,Refrigerado,1
2,96,50,82,B,Fragil,Ambiente,2
2,10,75,99,B,Fragil,Ambiente,2
2,19,43,38,B,Fragil,Ambiente,2
1,59,79,39,C,Normal,Refrigerado,1
2,73,59,8,B,Fragil,Ambiente,2
2,56,93,70,B,Fragil,Ambiente,2
1,14,83,37,C,Normal,Refrigerado,1
1,16,82,64,A,Normal,Ambiente,1
1,73,85,51,C,Normal,Refrigerado,1
2,66,32,72,B,Fragil,Ambiente,2
2,69,34,25,B,Fragil,Ambiente,2
1,41,89,37,A,Normal,Ambiente,1
2,52,36,38,D,Fragil,Refrigerado,2
1,46,15,51,C,Normal,Refrigerado,1
2,9,9,58,B,Fragil,Ambiente,2
2,95,5,76,B,Fragil,Ambiente,2
2,20,64,21,D,Fragil,Refrigerado,2
1,11,22,16,C,Normal,Refrigerado,1
1,81,53,86,C,Normal,Refrigerado,1
1,11,73,45,C,Normal,Refrigerado,1
2,41,74,33,D,Fragil,Refrigerado,2
1,23,22,53,A,Normal,Ambiente,1
1,12,88,82,A,Normal,Ambiente,1
2,83,74,62,D,Fragil,Refrigerado,2
2,52,32,100,B,Fragil,Ambiente,2
2,73,81,95,B,Fragil,Ambiente,2
2,15,61,43,D,Fragil,Refrigerado,2
1,22,58,53,A,Normal,Ambiente,1
2,27,42,73,B,Fragil,Ambiente,2
1,42,34,68,A,Normal,Ambiente,1
2,54,58,61,B,Fragil,Ambiente,2
1,46,80,70,C,Normal,Refrigerado,1
2,30,80,50,D,Fragil,Refrigerado,2
2,56,23,26,B,Fragil,Ambiente,2
1,71,88,38,C,Normal,Refrigerado,1
1,37,52,56,A,Normal,Ambiente,1
2,49,89,89,D,Fragil,Refrigerado,2
1,78,92,21,C,Normal,Refrigerado,1
2,90,5,5,D,Fragil,Refrigerado,2
1,29,66,81,A,Normal,Ambiente,1
2,97,88,76,D,Fragil,Refrigerado,2
1,15,23,48,C,Normal,Refrigerado,1
2,81,48,99,D,Fragil,Refrigerado,2
1,66,86,59,A,Normal,Ambiente,1
2,86,63,75,B,Fragil,Ambiente,2
2,100,10,55,B,Fragil,Ambiente,2
1,90,85,81,C,Normal,Refrigerado,1
2,7,70,90,D,Fragil,Refrigerado,2
1,46,58,93,A,Normal,Ambiente,1
2,97,11,20,B,Fragil,Ambiente,2
1,24,96,96,C,Normal,Refrigerado,1
2,76,45,91,D,Fragil,Refrigerado,2
2,50,81,82,B,Fragil,Ambiente,2
1,96,81,27,A,Normal,Ambiente,1
1,56,73,99,C,Normal,Refrigerado,1
1,17,93,95,A,Normal,Ambiente,1
2,84,10,51,D,Fragil,Refrigerado,2
1,57,67,6,C,Normal,Refrigerado,1
1,40,95,99,C,Normal,Refrigerado,1
2,53,85,46,D,Fragil,Refrigerado,2
1,48,10,77,A,Normal,Ambiente,1
1,98,82,19,C,Normal,Refrigerado,1
1,98,72,86,C,Normal,Refrigerado,1
2,45,23,37,B,Fragil,Ambiente,2
1,35,22,20,C,Normal,Refrigerado,1
1,33,62,50,C,Normal,Refrigerado,1
1,44,28,26,A,Normal,Ambiente,1
2,77,95,82,D,Fragil,Refrigerado,2
1,41,59,38,C,Normal,Refrigerado,1
2,43,31,70,D,Fragil,Refrigerado,2
1,35,36,61,C,Normal,Refrigerado,1
1,83,31,63,C,Normal,Refrigerado,1
1,38,30,61,A,Normal,Ambiente,1
2,50,74,76,B,Fragil,Ambiente,2
2,85,68,54,D,Fragil,Refrigerado,2
2,72,75,7,B,Fragil,Ambiente,2
2,44,22,43,D,Fragil,Refrigerado,2
2,19,16,72,B,Fragil,Ambiente,2
1,21,16,77,A,Normal,Ambiente,1
1,8,94,31,A,Normal,Ambiente,1
1,35,34,14,A,Normal,Ambiente,1
2,61,47,39,D,Fragil,Refrigerado,2
1,17,30,47,A,Normal,Ambiente,1
1,36,83,28,A,Normal,Ambiente,1
2,23,25,62,D,Fragil,Refrigerado,2
2,64,77,14,B,Fragil,Ambiente,2
1,98,85,15,C,Normal,Refrigerado,1
2,66,53,89,B,Fragil,Ambiente,2
2,24,65,75,B,Fragil,Ambiente,2
1,85,58,25,C,Normal,Refrigerado,1
2,31,74,63,B,Fragil,Ambiente,2
2,52,86,61,D,Fragil,Refrigerado,2
2,26,81,62,B,Fragil,Ambiente,2
1,84,73,32,A,Normal,Ambiente,1
2,71,73,65,B,Fragil,Ambiente,2
1,13,97,62,A,Normal,Ambiente,1
1,8,77,78,A,Normal,Ambiente,1
2,8,27,74,D,Fragil,Refrigerado,2
2,97,73,10,D,Fragil,Refrigerado,2
2,95,92,93,B,Fragil,Ambiente,2
1,25,93,94,A,Normal,Ambiente,1
1,76,76,55,A,Normal,Ambiente,1
1,70,10,51,C,Normal,Refrigerado,1
2,99,64,49,B,Fragil,Ambiente,2
2,19,45,55,D,Fragil,Refrigerado,2
1,69,64,35,A,Normal,Ambiente,1
1,35,11,7,C,Normal,Refrigerado,1
2,48,87,74,B,Fragil,Ambiente,2
2,57,30,76,D,Fragil,Refrigerado,2
2,18,25,27,D,Fragil,Refrigerado,2
2,86,13,6,B,Fragil,Ambiente,2
2,54,54,51,B,Fragil,Ambiente,2
2,70,87,78,D,Fragil,Refrigerado,2
1,93,52,36,C,Normal,Refrigerado,1
2,24,41,66,D,Fragil,Refrigerado,2
1,39,64,44,A,Normal,Ambiente,1
2,92,47,27,B,Fragil,Ambiente,2
2,5,63,65,B,Fragil,Ambiente,2
1,17,36,27,A,Normal,Ambiente,1
2,19,33,50,B,Fragil,Ambiente,2
1,50,28,79,C,Normal,Refrigerado,1
2,41,91,35,D,Fragil,Refrigerado,2
2,41,66,8,B,Fragil,Ambiente,2
1,90,9,19,A,Normal,Ambiente,1
1,6,92,40,A,Normal,Ambiente,1
2,50,18,51,B,Fragil,Ambiente,2
1,35,19,55,A,Normal,Ambiente,1
2,10,60,60,D,Fragil,Refrigerado,2
2,71,52,44,D,Fragil,Refrigerado,2
2,14,83,21,D,Fragil,Refrigerado,2
1,46,92,38,A,Normal,Ambiente,1
1,65,82,56,C,Normal,Refrigerado,1
2,90,72,68,D,Fragil,Refrigerado,2
2,60,48,82,D,Fragil,Refrigerado,2
1,25,50,100,C,Normal,Refrigerado,1
2,15,88,97,B,Fragil,Ambiente,2
2,72,68,97,D,Fragil,Refrigerado,2
1,25,42,6,C,Normal,Refrigerado,1
2,11,53,68,D,Fragil,Refrigerado,2
1,99,52,78,C,Normal,Refrigerado,1
2,47,79,53,B,Fragil,Ambiente,2
1,23,32,12,C,Normal,Refrigerado,1
2,60,17,44,D,Fragil,Refrigerado,2
1,28,37,36,A,Normal,Ambiente,1
1,78,58,68,A,Normal,Ambiente,1
2,5,62,93,B,Fragil,Ambiente,2
2,35,8,28,D,Fragil,Refrigerado,2
2,20,62,60,D,Fragil,Refrigerado,2
2,90,76,12,B,Fragil,Ambiente,2
2,66,41,27,D,Fragil,Refrigerado,2
1,32,93,100,A,Normal,Ambiente,1
2,33,5,56,B,Fragil,Ambiente,2
2,65,8,17,D,Fragil,Refrigerado,2
2,23,46,28,B,Fragil,Ambiente,2
2,49,51,78,D,Fragil,Refrigerado,2
2,72,52,96,D,Fragil,Refrigerado,2
2,44,71,45,B,Fragil,Ambiente,2
2,57,21,100,D,Fragil,Refrigerado,2
2,26,97,51,D,Fragil,Refrigerado,2
2,53,57,10,D,Fragil,Refrigerado,2
1,8,43,60,C,Normal,Refrigerado,1
1,41,77,90,A,Normal,Ambiente,1
2,26,77,11,D,Fragil,Refrigerado,2
2,27,95,78,B,Fragil,Ambiente,2
1,25,93,90,C,Normal,Refrigerado,1
1,31,98,9,A,Normal,Ambiente,1
